"id","consent_sim","group_sim","focus_1_sim","focus_2_sim","focus_3_sim","graphi_1_sim","graphi_2_sim","graphi_3_sim","inte_1_sim","inte_2_sim","inte_3_sim","inte_4_sim","inte_5_sim","soci_1_sim","soci_2_sim","soci_3_sim","soci_4_sim","soci_5_sim","symp_1_sim","symp_2_sim","symp_3_sim","symp_4_sim","symp_5_sim","symp_6_sim","symp_7_sim","symp_8_sim","symp_9_sim","symp_10_sim","play_1_sim","play_2_sim","play_3_sim","play_4_sim","effi_1_sim","effi_2_sim","effi_3_sim","effi_4_sim","dona_1_sim","dona_2_sim","dona_3_sim","age_sim","gender_sim","race_sim","income_sim","edu_sim"
300,1,1,5,2,6,4,5,2,5,7,7,4,6,7,5,2,7,2,6,7,5,6,7,7,4,2,6,6,6,6,4,6,7,6,7,4,6,6,5,27,2,2,8,7
301,1,2,5,2,6,7,5,7,3,1,2,6,2,4,5,7,1,6,6,1,1,1,6,1,3,1,2,2,3,1,2,4,2,3,5,2,1,5,1,38,2,5,1,1
302,1,2,5,2,6,5,7,4,1,3,1,1,7,1,7,4,1,5,2,1,2,2,4,4,1,2,1,5,2,1,1,4,2,4,1,2,1,3,2,35,1,3,4,7
303,1,2,5,2,6,6,7,6,1,5,2,1,7,3,1,7,1,6,2,6,1,1,2,2,1,1,1,3,4,1,4,1,3,1,2,1,1,1,3,31,4,3,5,1
304,1,2,5,2,6,7,7,7,5,2,2,1,2,2,2,4,5,4,7,3,2,1,1,2,2,1,1,2,1,2,3,1,2,3,2,1,2,2,4,40,2,6,2,5
305,1,2,5,2,6,7,6,7,2,1,1,2,4,1,3,2,5,6,2,2,2,1,2,5,1,1,3,1,5,5,1,1,1,4,7,2,2,1,1,26,2,1,12,3
306,1,2,5,2,6,7,7,7,2,1,2,2,3,2,3,4,1,1,1,2,1,1,4,2,6,2,1,1,1,3,4,2,1,5,2,2,5,1,3,36,3,5,10,1
307,1,2,5,2,6,7,5,5,5,1,1,1,1,2,1,4,2,6,4,3,4,2,2,2,1,1,6,3,2,1,4,1,1,1,2,1,1,1,2,46,2,6,5,2
308,1,2,5,2,6,6,3,5,2,1,3,2,1,2,3,4,2,4,6,1,2,2,4,2,3,2,2,2,2,1,2,1,1,2,1,2,2,1,2,31,2,3,9,4
309,1,2,5,2,6,4,6,7,1,1,3,1,1,1,1,6,1,6,4,2,1,5,2,5,2,1,1,2,2,5,1,1,6,2,2,1,1,5,1,41,1,4,10,3
310,1,2,5,2,6,7,6,4,2,1,1,2,2,2,1,6,2,1,1,4,7,4,3,2,3,4,3,4,3,1,2,2,2,1,2,2,7,2,4,53,1,7,12,7
311,1,2,5,2,6,7,7,7,2,5,1,6,1,3,6,3,2,4,4,1,2,1,1,2,1,2,6,1,4,1,2,1,1,2,7,3,4,1,1,47,2,5,1,6
312,1,2,5,2,6,7,7,7,4,2,1,1,1,6,2,6,1,6,4,4,3,1,3,2,1,1,1,1,7,2,3,7,1,6,2,2,1,2,2,40,3,6,11,5
313,1,2,5,2,6,7,5,4,1,1,1,4,1,1,1,5,6,7,7,3,4,4,5,1,1,7,1,1,2,3,6,2,1,2,2,1,1,1,3,45,1,1,8,6
314,1,2,5,2,6,4,7,6,1,2,1,1,1,1,2,3,3,6,1,1,7,6,4,1,2,2,3,2,2,1,4,4,1,1,1,2,2,4,1,39,1,4,6,5
315,1,2,5,2,6,7,5,7,7,2,1,2,7,7,2,7,1,7,2,1,2,2,3,1,4,2,4,1,5,6,1,3,7,1,2,3,1,2,6,37,4,2,11,1
316,1,2,5,2,6,6,6,3,1,1,2,1,6,2,1,7,1,6,1,5,2,5,1,3,2,1,1,2,1,1,1,1,1,1,1,1,6,1,1,46,3,4,12,6
317,1,2,5,2,6,6,5,7,3,1,2,1,2,3,2,6,2,2,5,3,2,1,2,2,3,2,7,2,1,2,2,1,4,1,2,3,3,1,3,41,4,4,6,3
318,1,2,5,2,6,7,6,7,6,1,2,5,2,5,6,6,6,2,3,2,2,1,2,1,2,2,4,1,5,1,3,3,2,1,6,5,7,1,1,48,1,4,8,5
319,1,2,5,2,6,6,6,5,2,2,2,1,1,1,2,6,2,1,2,6,1,4,1,2,1,3,1,4,4,2,2,4,2,2,1,2,2,1,6,42,2,3,6,6
320,1,2,5,2,6,7,7,7,4,1,2,2,1,1,2,2,2,3,2,2,1,3,1,1,1,1,4,2,4,2,1,1,1,1,2,2,2,1,1,26,3,7,2,3
321,1,2,5,2,6,7,7,7,3,1,5,1,4,2,5,5,1,6,1,4,6,1,6,1,1,3,1,2,1,4,1,3,1,6,1,2,2,2,2,20,3,5,2,2
322,1,2,5,2,6,4,3,7,5,3,2,6,1,5,5,6,5,7,2,1,1,7,1,3,1,1,3,1,3,2,1,1,5,1,1,1,2,4,2,33,2,4,2,1
323,1,2,5,2,6,6,7,6,5,2,2,1,5,1,1,6,1,6,1,1,1,2,1,6,1,2,2,2,1,2,2,1,6,4,2,6,1,6,1,35,1,6,6,3
324,1,2,5,2,6,7,6,6,1,5,2,1,2,2,2,7,1,6,2,2,1,1,1,6,1,1,1,1,2,2,2,1,1,1,7,2,6,5,2,39,2,6,1,5
325,1,2,5,2,6,7,7,7,2,1,1,1,1,1,2,6,1,6,1,7,2,1,1,2,1,2,1,1,3,3,4,7,3,1,6,1,5,2,2,34,2,1,9,1
326,1,2,5,2,6,3,5,5,1,1,1,3,7,7,2,5,4,7,1,3,1,1,3,1,2,1,4,3,1,1,2,1,2,1,1,1,4,1,2,35,2,2,8,7
327,1,2,5,2,6,6,7,6,1,2,1,1,1,2,3,7,2,4,1,4,2,3,1,4,1,1,2,5,1,2,1,2,1,1,1,2,2,4,1,53,2,3,8,3
328,1,2,5,2,6,6,6,4,1,1,1,1,2,4,2,4,2,7,2,2,5,3,1,2,2,2,2,2,1,3,1,1,5,1,1,1,2,1,2,23,1,4,12,1
329,1,2,5,2,6,7,5,6,1,5,2,4,1,2,2,6,1,7,2,3,4,1,1,1,1,1,4,1,2,1,3,1,4,1,2,2,1,2,2,44,2,5,6,6
330,1,2,5,2,6,5,5,7,1,1,1,1,2,1,3,6,2,5,3,1,2,4,1,5,1,3,1,2,1,3,2,2,2,6,2,4,1,1,2,40,1,5,1,7
331,1,2,5,2,6,7,6,6,1,1,1,2,1,2,1,5,4,3,2,2,2,4,1,5,2,5,2,1,2,7,2,2,2,3,1,1,5,2,2,38,1,1,5,4
332,1,2,5,2,6,6,5,3,2,4,3,1,2,1,1,7,1,5,1,3,2,1,1,4,3,1,3,2,2,2,4,2,4,1,2,1,5,1,1,46,2,2,8,4
333,1,2,5,2,6,6,7,5,1,6,2,2,2,1,1,6,1,6,6,1,2,1,1,1,2,2,2,3,1,3,7,2,3,1,6,2,2,1,2,33,4,3,9,1
334,1,2,5,2,6,4,6,6,1,2,4,2,1,1,2,5,4,7,1,1,3,7,2,1,5,1,1,1,2,2,2,2,2,3,5,1,4,1,4,36,1,4,1,7
335,1,2,5,2,6,1,6,6,1,1,1,1,6,1,1,2,2,7,2,3,1,2,1,1,2,1,4,1,6,2,2,1,2,2,2,2,1,2,2,38,2,4,4,3
336,1,2,5,2,6,6,7,6,3,2,7,1,1,2,1,6,4,7,1,2,1,2,1,6,2,2,2,1,2,3,1,2,1,1,5,6,4,1,1,41,3,3,11,4
337,1,2,5,2,6,6,4,7,2,7,1,2,1,4,1,7,1,4,2,1,2,2,2,2,1,5,1,2,2,3,2,2,1,2,1,2,2,3,2,25,4,1,5,6
338,1,2,5,2,6,2,3,7,1,5,5,5,1,3,2,6,3,7,4,1,4,1,1,2,2,7,2,6,4,2,1,1,1,1,1,1,3,1,1,38,1,3,12,5
339,1,2,5,2,6,7,6,7,1,1,3,1,5,4,4,6,2,3,2,2,1,3,1,2,1,1,1,1,5,2,2,1,2,1,4,1,1,1,1,40,1,7,4,6
340,1,2,5,2,6,7,7,7,1,1,2,1,3,3,1,4,1,7,1,4,4,1,1,1,1,5,2,1,1,1,1,1,1,3,2,2,1,1,1,46,3,2,9,4
341,1,2,5,2,6,6,5,7,1,4,6,2,4,4,3,2,7,7,5,6,4,2,1,1,1,1,1,4,2,1,4,1,2,3,2,2,1,1,1,37,3,2,12,1
342,1,2,5,2,6,5,5,6,2,1,6,1,4,4,1,7,1,6,1,4,5,2,1,2,4,2,1,3,4,1,3,2,2,2,5,1,5,2,2,46,3,1,12,7
343,1,2,5,2,6,5,7,6,5,1,3,2,2,2,2,7,2,7,2,1,4,2,1,1,1,2,4,1,1,1,7,5,2,1,4,1,2,1,1,46,3,6,1,6
344,1,2,5,2,6,3,6,7,5,1,1,6,2,1,2,6,2,7,5,2,1,1,2,1,1,1,1,1,1,2,5,4,2,2,2,1,5,2,1,36,3,6,10,3
345,1,2,5,2,6,1,6,3,1,2,2,1,2,1,1,5,5,7,4,1,5,3,1,1,2,1,7,1,2,4,2,2,2,2,1,2,2,6,2,45,3,5,9,5
346,1,2,5,2,6,7,6,6,2,1,1,2,5,1,1,7,1,3,1,2,2,5,3,2,1,1,2,1,3,1,2,3,2,1,1,1,1,3,1,30,2,6,9,1
347,1,2,5,2,6,7,7,7,1,4,2,2,3,2,7,6,4,7,1,2,2,1,1,4,1,1,2,2,6,1,2,4,2,1,4,1,1,1,1,40,1,3,1,7
348,1,2,5,2,6,6,7,6,2,2,1,1,1,5,1,1,2,6,3,1,1,2,1,2,3,1,2,2,1,5,1,3,3,3,4,1,2,1,1,54,2,1,13,2
349,1,2,5,2,6,7,7,3,2,2,1,4,2,2,2,6,4,6,2,2,2,1,3,5,1,1,2,6,1,3,1,2,2,1,2,7,2,1,4,46,3,1,4,5
350,1,2,5,2,6,6,6,5,1,2,2,1,2,4,1,6,2,6,2,1,6,2,1,1,2,1,1,1,2,3,3,1,1,2,1,5,1,1,1,24,4,2,10,6
351,1,2,5,2,6,6,6,6,2,2,1,2,1,1,7,6,1,7,2,5,2,1,4,2,4,2,5,3,1,1,1,6,1,1,1,5,2,1,5,55,2,1,8,3
352,1,2,5,2,6,6,4,2,4,2,2,1,1,1,4,5,3,6,2,1,2,2,3,2,1,2,3,2,2,2,3,1,1,1,2,3,1,3,1,31,2,1,11,7
353,1,2,5,2,6,5,3,6,1,2,7,2,1,3,1,5,1,6,3,1,7,1,2,6,1,1,1,2,1,1,1,1,1,2,1,2,2,3,1,45,1,2,11,1
354,1,2,5,2,6,7,4,7,3,2,4,4,1,2,2,4,2,5,2,1,2,1,1,1,5,1,1,1,2,4,1,3,2,4,1,5,2,3,4,45,2,4,3,1
355,1,2,5,2,6,6,7,6,1,1,3,1,1,3,2,7,7,7,2,2,1,6,1,4,1,1,1,7,4,1,4,1,2,1,1,1,7,1,1,33,3,6,2,3
356,1,2,5,2,6,4,6,7,1,1,4,1,1,1,1,3,3,6,1,3,3,4,3,2,7,2,1,1,1,3,1,1,7,2,2,6,1,4,1,39,1,6,9,3
357,1,2,5,2,6,7,1,7,1,1,6,2,2,6,4,7,1,7,1,1,1,1,1,3,1,1,2,5,2,1,2,3,2,1,2,1,1,1,1,39,1,5,11,4
358,1,2,5,2,6,1,7,7,1,4,2,1,6,3,2,7,2,6,1,2,3,1,3,2,1,7,3,7,1,1,7,1,2,2,2,2,1,6,1,29,3,2,10,6
359,1,2,5,2,6,7,6,7,2,1,2,1,1,2,1,4,2,6,1,2,7,1,1,2,1,1,1,6,5,1,4,2,5,5,5,4,2,1,2,34,1,1,10,1
360,1,2,5,2,6,7,5,5,2,3,1,2,4,1,2,5,2,3,5,4,1,1,2,6,1,1,2,1,3,2,5,2,2,7,2,1,7,1,4,37,1,1,11,4
361,1,2,5,2,6,7,7,6,2,3,2,5,3,1,6,5,1,5,7,6,1,5,6,1,4,2,4,3,1,1,1,3,1,7,4,1,2,2,1,45,1,5,8,7
362,1,2,5,2,6,6,4,7,5,1,1,4,1,1,4,7,4,6,1,3,1,2,1,2,2,1,5,2,7,1,2,2,1,1,7,6,2,1,1,49,3,3,1,5
363,1,2,5,2,6,5,7,7,2,3,1,2,1,1,2,7,2,4,4,1,1,3,1,3,1,2,2,4,4,3,3,7,1,4,1,3,1,2,2,44,3,6,7,1
364,1,2,5,2,6,7,3,1,1,3,1,7,1,2,4,7,1,5,2,4,5,7,2,3,1,2,2,1,3,2,1,1,4,2,2,1,7,3,2,37,1,4,11,6
365,1,2,5,2,6,4,5,7,1,1,3,2,1,4,2,6,5,7,1,3,3,2,1,2,3,2,1,1,1,5,1,2,1,1,4,7,2,2,6,42,3,6,2,2
366,1,2,5,2,6,4,4,7,7,1,2,6,3,1,1,5,1,4,1,2,2,2,7,2,1,1,5,1,6,2,1,3,2,1,1,1,1,1,5,54,3,2,12,4
367,1,2,5,2,6,5,4,6,1,4,7,6,5,1,2,7,1,7,1,7,6,4,1,5,2,1,1,2,1,2,1,1,1,2,2,1,1,1,7,23,2,1,7,6
368,1,2,5,2,6,7,4,7,1,1,4,1,1,1,7,6,4,4,1,3,1,6,4,1,4,4,1,1,1,2,3,2,2,2,5,1,6,2,2,36,2,2,11,2
369,1,2,5,2,6,7,6,6,1,1,5,3,2,3,6,5,1,5,1,1,1,3,3,1,2,2,1,2,1,3,2,6,2,1,4,1,1,2,1,38,3,2,12,6
370,1,2,5,2,6,2,7,7,4,1,4,2,7,3,3,1,2,7,1,1,2,1,2,2,5,1,3,3,1,2,2,3,1,1,3,1,4,2,2,45,3,1,6,7
371,1,2,5,2,6,7,4,3,6,1,7,1,4,1,5,6,1,6,2,2,3,1,1,4,1,7,1,1,2,1,2,2,2,4,4,1,3,2,1,49,1,4,3,3
372,1,2,5,2,6,6,6,7,4,2,1,7,2,1,3,7,1,7,2,5,2,2,2,1,3,2,2,1,2,6,1,3,1,1,1,4,5,1,1,40,3,4,10,6
373,1,2,5,2,6,6,2,3,7,1,1,1,1,2,7,1,2,5,3,1,6,1,4,3,1,1,1,7,2,4,1,2,2,1,1,2,2,4,4,40,2,6,1,6
374,1,2,5,2,6,7,6,6,1,4,1,1,1,2,1,5,1,7,6,2,4,1,2,1,3,1,2,1,1,1,1,1,2,1,3,2,2,2,2,26,4,6,8,6
375,1,2,5,2,6,2,3,6,1,1,2,5,2,5,1,6,4,1,2,4,4,4,1,3,3,3,3,7,1,6,1,6,1,2,2,1,1,1,1,42,2,6,3,2
376,1,2,5,2,6,7,6,4,1,4,1,1,5,5,1,6,2,4,3,1,1,1,1,1,2,4,4,1,1,2,1,1,3,3,2,2,1,5,3,43,1,3,13,2
377,1,2,5,2,6,7,3,6,2,1,1,6,2,4,1,7,4,7,1,2,1,7,3,2,1,1,4,1,2,5,1,3,2,2,1,1,1,1,2,50,3,3,7,6
378,1,2,5,2,6,6,7,6,2,5,4,1,2,2,1,6,1,7,2,1,2,2,2,3,2,2,2,2,2,2,1,2,1,6,2,1,1,2,3,51,2,5,5,3
379,1,2,5,2,6,6,7,5,1,1,3,3,1,1,4,7,1,6,1,1,1,1,1,1,7,1,2,3,1,2,1,2,4,2,2,1,1,4,5,39,1,1,9,4
380,1,2,5,2,6,2,4,6,2,1,2,1,3,5,1,7,2,1,2,2,1,4,4,1,5,7,1,2,4,1,6,1,5,6,2,2,1,2,2,41,3,2,3,6
381,1,2,5,2,6,7,7,7,1,4,1,4,2,1,3,6,1,7,2,7,1,2,1,2,1,1,2,2,1,1,1,3,2,3,6,1,2,1,1,47,1,6,8,2
382,1,2,5,2,6,7,6,6,2,3,2,1,5,3,2,6,1,7,1,1,1,1,2,1,3,1,4,3,1,1,2,1,1,4,2,7,2,1,1,34,3,1,8,1
383,1,2,5,2,6,7,7,6,2,1,1,1,2,2,7,7,1,4,1,1,5,1,2,1,1,4,1,6,2,2,2,1,2,1,2,2,1,6,3,50,3,4,12,1
384,1,2,5,2,6,6,7,7,1,1,4,2,1,2,1,7,1,7,2,7,6,1,2,1,4,1,5,2,1,1,3,2,1,2,1,3,1,2,2,35,1,4,9,4
385,1,2,5,2,6,7,6,7,1,1,1,1,4,1,4,6,1,5,2,4,1,6,4,3,2,2,1,2,2,2,2,2,1,1,1,7,1,1,1,41,2,3,6,5
386,1,2,5,2,6,3,7,7,4,4,6,3,2,4,4,4,1,7,1,2,2,2,1,7,2,2,1,1,2,5,2,1,2,1,2,1,2,3,3,46,2,3,4,5
387,1,2,5,2,6,6,7,4,1,6,1,5,5,1,2,1,3,6,1,6,1,5,1,6,6,2,3,2,2,3,5,1,1,7,1,3,1,1,3,43,3,4,6,6
388,1,2,5,2,6,1,7,3,1,5,2,1,1,4,3,7,2,2,5,1,6,6,1,1,2,2,1,1,2,5,1,6,1,2,4,2,1,3,3,32,3,4,6,7
389,1,2,5,2,6,6,7,6,7,1,2,1,3,1,1,6,1,3,1,7,3,1,1,3,1,2,1,6,1,4,1,1,1,3,1,7,2,1,3,35,3,1,12,5
390,1,2,5,2,6,2,5,7,2,2,4,7,2,4,1,6,1,5,1,4,2,2,3,2,1,2,6,1,2,2,1,4,1,1,1,3,3,1,1,37,2,7,8,1
391,1,2,5,2,6,7,7,4,1,1,3,1,1,6,2,7,2,4,1,1,1,2,1,1,1,7,1,1,2,2,2,6,1,7,1,2,5,4,2,36,3,1,12,3
392,1,2,5,2,6,7,7,7,3,1,1,1,2,1,6,7,2,6,2,3,7,1,1,1,1,4,6,5,3,4,1,5,3,2,1,1,6,6,4,32,3,1,3,2
393,1,2,5,2,6,7,4,6,3,2,1,1,2,6,4,7,1,6,1,1,1,2,1,6,3,6,2,2,2,1,2,2,1,3,5,1,1,2,2,33,2,2,12,4
394,1,2,5,2,6,6,7,7,1,2,3,5,6,2,3,6,1,4,4,5,1,3,2,2,1,6,1,3,1,1,4,1,4,1,6,2,1,4,3,37,3,6,2,6
395,1,2,5,2,6,7,6,7,1,1,3,1,2,4,2,6,6,7,1,1,4,2,2,2,1,2,1,2,3,7,2,1,1,5,1,1,6,2,4,31,2,3,12,6
396,1,2,5,2,6,7,7,6,1,2,1,6,2,4,3,6,2,2,1,3,6,1,1,1,1,2,2,1,3,1,2,4,3,1,2,2,1,1,3,35,2,1,9,4
397,1,2,5,2,6,6,7,4,1,1,1,1,3,4,6,7,5,7,1,6,3,2,1,1,4,2,6,5,2,1,3,1,2,2,3,4,1,2,2,43,1,6,3,5
398,1,2,5,2,6,7,7,7,1,1,2,3,1,1,1,4,1,6,1,2,3,1,1,2,6,2,6,2,1,1,2,1,1,1,5,1,1,1,1,44,3,6,3,4
399,1,2,5,2,6,3,7,5,2,2,1,3,2,1,2,4,2,6,1,1,2,4,2,4,2,3,1,2,2,2,6,2,1,2,4,2,2,2,4,25,1,6,2,4
400,1,2,5,2,6,6,7,7,1,2,2,3,1,3,2,7,2,6,1,1,2,5,4,7,1,2,1,3,1,6,1,1,1,1,3,1,2,4,3,46,2,7,3,7
401,1,2,5,2,6,7,5,6,2,2,2,2,1,5,1,6,1,2,2,3,2,3,2,6,1,4,2,2,1,2,1,3,2,2,4,1,1,1,1,39,4,5,7,4
402,1,2,5,2,6,7,7,5,1,1,3,2,2,1,2,6,5,4,2,1,2,7,2,2,3,1,2,1,1,1,1,6,4,4,4,1,5,1,1,52,1,6,2,2
403,1,2,5,2,6,7,5,7,1,1,2,1,2,1,1,5,4,2,1,1,1,2,2,1,1,4,1,2,2,1,2,4,2,3,3,1,1,1,2,46,2,1,2,3
404,1,2,5,2,6,6,6,5,2,1,1,1,2,1,2,3,1,7,6,3,2,1,1,1,1,1,7,7,1,4,2,1,3,1,4,6,5,2,2,40,2,6,2,4
405,1,2,5,2,6,5,7,7,5,2,3,4,5,1,3,6,4,3,2,1,6,1,2,2,1,1,1,2,3,3,2,2,1,1,1,1,2,1,1,60,1,5,9,2
406,1,2,5,2,6,6,7,7,2,2,4,3,1,1,3,7,1,7,2,1,2,2,1,1,3,1,3,1,1,1,2,1,2,1,3,5,2,1,1,34,2,4,10,4
407,1,2,5,2,6,5,7,6,1,2,5,2,1,2,2,7,2,6,2,1,1,2,3,1,7,3,1,5,2,4,2,1,4,3,1,2,1,3,3,51,3,7,8,7
408,1,2,5,2,6,7,3,5,4,6,1,2,1,1,1,7,1,4,1,1,4,3,1,6,1,3,1,2,6,3,2,1,1,6,4,2,3,2,5,37,2,5,9,2
409,1,2,5,2,6,3,5,7,2,2,5,6,1,2,2,7,3,7,2,4,1,1,1,3,1,4,6,1,1,2,7,1,1,1,4,2,4,1,2,43,1,4,10,3
410,1,2,5,2,6,2,7,6,1,2,1,1,4,1,4,7,3,6,1,2,2,2,5,2,1,1,6,2,2,1,1,6,2,4,4,1,2,2,1,53,1,7,7,3
411,1,2,5,2,6,6,5,5,4,3,5,1,1,2,3,6,1,7,1,2,1,1,2,1,2,2,4,2,1,1,2,2,5,3,6,4,2,1,1,35,2,2,6,5
412,1,2,5,2,6,6,5,7,1,1,2,1,1,1,4,6,4,6,1,2,2,3,1,5,5,2,5,3,2,7,1,2,2,3,1,6,1,1,2,46,3,2,7,7
413,1,2,5,2,6,7,7,5,2,2,2,4,2,1,1,3,4,6,1,2,4,3,2,1,2,2,2,1,4,2,2,1,1,1,2,2,1,7,3,48,4,6,9,6
414,1,2,5,2,6,6,5,7,2,1,2,1,1,1,4,7,1,7,2,4,2,3,1,1,2,6,2,1,4,1,1,4,1,1,4,4,1,1,1,27,2,1,4,3
415,1,2,5,2,6,7,6,7,7,2,3,1,2,1,2,7,1,6,6,1,4,5,1,1,1,7,1,1,5,6,1,7,4,2,1,1,1,1,2,35,3,2,8,3
416,1,2,5,2,6,6,5,7,1,2,1,2,1,3,1,7,4,4,1,5,1,1,4,1,3,4,1,2,3,7,6,6,3,1,2,3,3,1,2,37,4,6,10,4
417,1,2,5,2,6,4,4,3,1,1,1,1,3,1,2,5,1,6,2,1,1,2,1,3,2,3,2,2,6,2,1,3,2,2,1,1,5,1,1,35,1,3,4,5
418,1,2,5,2,6,5,6,7,3,2,4,2,5,2,1,7,1,2,2,1,1,5,1,2,2,2,1,1,2,1,2,3,1,2,2,2,1,2,2,32,2,3,3,1
419,1,2,5,2,6,3,5,7,4,5,1,3,1,1,2,5,1,3,2,7,1,2,3,7,4,1,6,2,1,3,3,2,2,4,1,1,3,1,3,39,4,6,7,5
420,1,2,5,2,6,7,7,7,2,2,2,2,7,1,6,7,6,3,2,1,1,7,1,3,3,3,1,2,1,1,4,2,1,3,2,2,2,1,1,31,3,1,1,1
421,1,2,5,2,6,4,2,5,4,1,3,7,1,4,3,7,7,6,6,2,3,1,1,2,1,1,4,2,4,2,2,1,4,1,1,4,2,1,7,31,1,6,4,6
422,1,2,5,2,6,3,4,5,7,2,3,5,1,2,2,7,1,6,1,5,1,2,5,6,2,1,1,4,2,6,2,5,2,7,4,2,7,1,1,35,1,3,2,2
423,1,2,5,2,6,7,6,7,2,5,4,2,4,1,6,4,2,4,1,1,3,2,2,1,2,2,2,5,2,3,3,1,1,2,2,5,2,6,6,38,4,4,8,5
424,1,2,5,2,6,1,7,6,4,1,3,2,2,4,3,5,4,7,2,2,5,2,1,7,5,1,1,6,4,1,1,5,1,6,1,1,1,2,1,42,3,4,6,4
425,1,2,5,2,6,6,3,6,1,2,1,2,4,1,1,7,2,6,1,4,2,2,1,1,1,1,2,4,1,3,5,3,1,1,1,7,2,1,6,38,1,4,7,3
426,1,2,5,2,6,6,7,5,3,1,5,2,1,3,1,1,2,7,1,1,1,1,7,1,5,5,1,1,1,1,2,1,1,1,1,1,7,1,3,25,4,3,10,3
427,1,2,5,2,6,7,4,7,4,2,1,5,4,2,1,6,2,7,1,2,6,1,1,1,2,1,1,7,2,4,2,4,2,3,3,2,1,2,1,38,1,4,6,3
428,1,2,5,2,6,6,2,6,1,1,4,3,3,1,6,6,2,6,2,4,4,3,1,4,2,2,1,1,1,2,2,1,4,4,2,1,1,5,6,39,1,7,6,6
429,1,2,5,2,6,7,4,6,1,2,1,1,4,2,5,5,1,6,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,5,1,31,2,4,3,1
430,1,2,5,2,6,7,6,7,1,7,1,3,1,2,1,7,2,7,1,1,2,1,1,1,5,2,3,2,1,7,3,3,2,2,2,6,1,1,5,38,1,3,7,1
431,1,2,5,2,6,7,5,7,5,1,1,1,4,4,1,4,2,5,5,3,3,3,7,1,1,7,2,1,1,2,1,1,2,2,3,2,3,1,1,54,1,3,9,2
432,1,2,5,2,6,3,7,7,6,2,1,4,5,2,6,7,2,7,2,2,4,4,2,2,4,2,3,6,2,2,1,2,1,6,1,4,2,1,2,41,1,4,8,6
433,1,2,5,2,6,6,6,6,2,1,3,2,2,1,3,5,3,3,1,1,3,1,1,1,1,2,3,5,2,1,4,2,7,4,2,1,3,2,2,29,3,1,5,5
434,1,2,5,2,6,6,6,7,1,2,2,7,1,2,1,7,1,6,6,1,2,2,2,5,1,2,2,2,1,2,2,1,1,2,2,4,2,1,1,39,3,1,4,3
435,1,2,5,2,6,7,1,6,1,1,3,1,1,2,1,6,1,7,7,6,2,2,2,1,7,1,1,4,1,2,2,1,1,1,4,5,1,2,1,18,3,6,6,2
436,1,2,5,2,6,7,2,7,3,1,1,1,3,2,2,7,2,4,1,2,7,1,3,1,2,2,1,1,3,2,2,4,1,2,1,1,2,2,2,40,3,7,3,3
437,1,2,5,2,6,6,6,6,1,2,2,1,2,1,4,4,2,6,1,2,2,2,1,5,2,1,1,2,1,7,3,7,4,7,1,1,3,2,2,36,3,1,6,3
438,1,2,5,2,6,6,6,7,3,3,5,2,3,2,6,2,3,7,2,1,3,7,1,3,1,2,1,1,7,2,2,3,1,6,1,1,1,3,1,44,2,3,13,4
439,1,2,5,2,6,7,7,7,3,2,1,2,1,2,2,6,3,5,1,2,2,4,1,1,1,2,4,1,2,1,1,5,2,3,5,2,1,2,1,40,2,5,8,4
440,1,2,5,2,6,7,7,7,1,4,2,3,5,2,3,7,4,7,2,4,2,1,3,1,2,5,1,1,4,4,2,2,2,4,2,2,6,1,4,33,3,3,10,2
441,1,2,5,2,6,3,5,7,2,1,2,6,2,1,3,4,2,1,3,1,2,1,6,1,1,2,1,2,2,1,3,3,1,3,1,1,2,2,1,35,3,5,5,3
442,1,2,5,2,6,6,6,7,1,3,1,5,7,1,2,5,2,2,4,3,1,1,4,4,4,1,4,2,1,4,2,2,1,2,1,1,2,1,2,48,2,6,8,7
443,1,2,5,2,6,7,7,6,5,2,1,2,1,2,2,6,2,6,3,1,4,4,1,4,1,1,3,1,1,5,3,2,1,6,1,2,3,3,6,46,3,6,10,5
444,1,2,5,2,6,7,7,3,5,1,1,1,5,2,3,7,2,7,2,1,1,1,1,5,1,2,1,1,1,1,2,1,2,1,5,4,2,2,2,39,3,1,9,5
445,1,2,5,2,6,1,5,7,1,1,2,4,1,1,2,4,3,6,3,2,1,1,4,1,1,1,2,2,2,2,1,1,3,1,2,1,2,1,1,38,1,2,12,5
446,1,2,5,2,6,6,7,5,7,2,2,1,1,1,6,7,1,6,7,1,2,2,1,2,2,2,2,1,1,1,4,2,2,2,1,2,2,1,2,23,3,5,6,5
447,1,2,5,2,6,7,5,2,1,4,4,2,1,2,2,7,4,6,1,2,5,2,7,3,3,2,3,6,1,2,3,1,2,5,2,6,2,1,2,37,2,1,3,2
448,1,2,5,2,6,1,7,5,6,2,4,2,3,2,1,6,3,5,1,5,7,4,4,2,2,2,3,1,1,2,2,4,1,1,1,1,1,1,2,51,3,5,13,2
449,1,2,5,2,6,1,7,3,1,1,3,1,5,1,3,7,1,3,1,5,1,1,6,4,2,1,2,4,1,1,7,2,1,4,1,2,1,1,1,35,2,1,10,4
450,1,2,5,2,6,7,6,6,2,2,5,1,4,1,4,1,2,4,1,1,2,2,2,2,6,7,3,3,2,1,1,1,2,1,4,2,7,2,3,41,2,2,7,4
